date;AOS;ADM;AFL;AEE;APD;BAX;BXP;CINF;CMI;CMS;COO;DHI;DOV;DTE;ED;EIX;EMN;ESS;FDS;FE;FRT;GL;HBAN;HOLX;IEX;INCY;JBHT;LNC;MAA;MHK;NTRS;NUE;POOL;PNW;PPG;RHI;ROK;ROP;SNA;SJM;STT;SWK;TER;VMC;TTWO;ROL;ATO;AVY;BRO;CHD
31.07.2006;0.00364316;0.024312117;0.006918291;0.004168648;0.00588555;0.006405934;0.019358235;0.00510614;0.030013212;0.007967455;0.000130202;-0.00278893;0.001607877;0.003156291;0.002479707;0.023639715;0.009795683;0.015708288;0.005593557;0.014152119;0.018838888;0.00798049;0.00337727;0.043989324;0.00682686;-0.008461411;0.021311982;0.005818186;0.01663016;-0.004716904;-0.000316297;0.028319014;0.017010007;0.00032018;0.000306441;0.010410263;0.019749694;0.018598163;0.003066627;0.001772954;0.001326655;0.00457294;-0.031040155;0.009984432;-0.016173655;0.006731062;0.00117425;-0.002292226;0.015982318;0.009426379
31.08.2006;-0.001710427;0.026737844;0.004601445;0.006211099;0.00381016;0.009964254;0.022616399;0.004262873;0.02239452;0.015384391;0.000554824;-0.004223316;-0.00369004;0.006228779;0.006096392;0.025746671;0.00439243;0.016281725;0.002916534;0.017068843;0.018336272;0.006103648;0.003725343;0.040731812;0.004733448;-0.011051707;0.010675549;0.005512148;0.016649529;-0.009050111;0.000413212;0.029045404;0.011616893;0.004998859;-0.003737831;0.000672067;0.014240448;0.016226606;0.005504583;0.001727235;-0.000275609;0.003813824;-0.028587946;0.004335552;-0.014727349;0.009817542;0.002875903;-0.002859174;0.019208291;0.009945617
30.09.2006;-0.004869934;0.023969366;0.005077483;0.006669874;0.004216089;0.010810839;0.023522964;0.003385932;0.020214048;0.015787092;0.002267771;-0.005967489;-0.00382026;0.006323589;0.005785174;0.023612998;0.005970009;0.017053971;0.001764576;0.020754598;0.018687723;0.006859051;0.00379708;0.036052044;0.002860016;-0.000955684;0.00841867;0.008237434;0.017123011;-0.010259641;0.000697779;0.026224187;0.009827506;0.006547852;-0.002470718;-0.000884818;0.010946178;0.015208073;0.005473548;0.003494602;0.001309234;0.003232071;-0.028720959;0.007700916;-0.014109137;0.010826118;0.002858675;-0.001907713;0.018035652;0.0114599
31.10.2006;0.001016032;0.023011144;0.004583376;0.005693531;0.005242145;0.009884981;0.023130211;0.003898379;0.024491991;0.011109548;-0.000594793;-0.008011137;-0.003391358;0.004034019;0.004283852;0.022147941;0.008071937;0.015879453;0.006240785;0.016966642;0.016270177;0.006446383;0.003672064;0.040637133;0.004215828;-0.013384827;0.007154049;0.007886131;0.015714301;-0.009519466;0.000626867;0.028673;0.008077986;0.00436068;-0.000435229;0.004286314;0.011404382;0.013031049;0.007202074;0.001269708;-0.000456412;0.003832484;-0.03566937;0.00737799;-0.016190378;0.010175221;0.002560947;-0.000969799;0.018880338;0.00785466
30.11.2006;-0.002077347;0.022147487;0.003220816;0.005804084;0.005874648;0.010350134;0.023187156;0.002688566;0.02476909;0.010665115;6.75232E-05;-0.010258327;-0.004322366;0.005711125;0.004989915;0.022917301;0.010262367;0.017572687;0.00683748;0.017160178;0.017123181;0.005292067;0.003431649;0.041561175;0.005261267;-0.012447952;0.007766435;0.007067818;0.01571562;-0.010378386;-0.000137672;0.030071459;0.007117542;0.005033447;-0.001001998;0.003873125;0.010937741;0.013052755;0.007479744;0.001263248;-0.001223053;0.001960601;-0.036346329;0.006959017;-0.01759364;0.00941864;0.003564607;-0.000460493;0.017906055;0.007808685
31.12.2006;-0.00462452;0.020020884;0.003065412;0.006276107;0.00415144;0.00841344;0.024229508;0.002053275;0.023866604;0.013382499;-0.00289662;-0.009608722;-0.002684034;0.005917878;0.004934073;0.022771829;0.006994693;0.015504863;0.008875786;0.017318703;0.017591909;0.005639792;0.00278783;0.039613047;0.00401335;-0.01401071;0.006975068;0.007419109;0.012748884;-0.008307298;-0.0001218;0.029890745;0.0064241;0.003666042;-0.00293789;0.006482236;0.01016623;0.014290743;0.006997406;-0.000538956;-0.001459799;0.003967691;-0.037901671;0.008812657;-0.007786714;0.007168469;0.004873355;-0.000174882;0.016805419;0.006276547
31.01.2007;-0.002890819;0.016742847;0.004145131;0.005128304;0.003328194;0.008110111;0.022309283;0.002367424;0.022497006;0.013104139;-0.007702766;-0.008697797;-0.003388889;0.00599553;0.0040019;0.021119289;0.005754129;0.014927945;0.012088045;0.017005591;0.01788188;0.005399584;0.001768831;0.036424399;0.003454163;-0.011701462;0.005549282;0.008329597;0.01132617;-0.008439359;0.001460714;0.027844171;0.006771885;0.004252957;-0.003955558;0.00518461;0.00785553;0.013920735;0.006228531;-1.90516E-05;0.000789323;0.001568217;-0.03614203;0.008587753;-0.005106733;0.007283883;0.00453174;2.68911E-05;0.015259039;0.00715056
28.02.2007;0.000122438;0.016127765;0.00451839;0.003616252;0.006120906;0.010735603;0.025864357;0.001221798;0.025047396;0.012375373;-0.006424258;-0.005440364;-0.00387427;0.005005995;0.003610794;0.02078607;0.005213999;0.018479289;0.012971552;0.014991822;0.018571235;0.004900167;0.001434541;0.040518493;0.005880797;-0.011375396;0.011391107;0.006538919;0.011985897;-0.005515457;0.000958803;0.032590281;0.005641692;0.003720644;-0.001139588;0.007527647;0.009852657;0.015063629;0.007270029;-0.001204338;0.001417833;0.005210037;-0.036967376;0.011929416;-0.005729422;0.004215394;0.002814759;-0.002217637;0.013821263;0.00855324
31.03.2007;0.001811684;0.017082744;0.001824678;0.003494878;0.007662873;0.011466176;0.024024808;-0.000645016;0.025907066;0.013287512;-0.005950064;-0.010293207;-0.002499647;0.004179789;0.003688996;0.020634879;0.005089668;0.017731396;0.017037071;0.015728091;0.017692946;0.002072631;0.000329387;0.03903333;0.00723313;-0.012900089;0.013539703;0.006538024;0.008977748;-0.006786714;0.000417526;0.029748832;0.002312729;0.003431395;-0.000586991;0.008643848;0.013336009;0.016433801;0.008697708;-0.001574371;-0.000367094;0.004562878;-0.027369693;0.01882362;-0.005866988;0.008480991;0.002920726;-0.002825316;0.011596842;0.010148581
30.04.2007;0.002979141;0.019014892;0.001911965;0.003245073;0.005466242;0.010404811;0.020843685;-0.000363608;0.021211015;0.014455091;-0.010141738;-0.019874103;-0.002594621;0.004320023;0.00485238;0.020130778;0.005996204;0.01372206;0.011494574;0.017001209;0.013872943;0.00138174;0.000263089;0.038345249;0.004707374;-0.012651824;0.011540057;0.00513751;0.007451697;-0.009052679;0.001780694;0.030966468;0.000864778;0.003182174;0.000671004;0.004416783;0.006553845;0.017072948;0.006553934;-0.001224467;-0.000464853;0.00017615;-0.02828317;0.017701497;-0.009007974;0.004438618;0.003159491;-0.003808456;0.008829346;0.009656627
