date;AOS;ADM;AFL;AEE;APD;BAX;BXP;CINF;CMI;CMS;COO;DHI;DOV;DTE;ED;EIX;EMN;ESS;FDS;FE;FRT;GL;HBAN;HOLX;IEX;INCY;JBHT;LNC;MAA;MHK;NTRS;NUE;POOL;PNW;PPG;RHI;ROK;ROP;SNA;SJM;STT;SWK;TER;VMC;TTWO;ROL;ATO;AVY;BRO;CHD
30.11.2021;8.66%;-3.16%;0.88%;-3.20%;-4.13%;-5.56%;-5.10%;-6.21%;-12.55%;-2.49%;-9.70%;9.44%;-3.09%;-4.42%;2.97%;3.73%;0.25%;-0.14%;5.56%;-2.26%;1.93%;-2.57%;-5.72%;1.94%;1.17%;1.10%;-3.06%;-7.53%;1.53%;-5.27%;-5.97%;-4.83%;7.56%;0.87%;-3.99%;-1.68%;5.26%;-4.74%;1.32%;2.94%;-9.72%;-2.77%;10.58%;0.80%;-8.35%;-5.54%;-1.95%;-5.81%;2.06%;2.31%
31.12.2021;8.59%;9.24%;8.46%;9.08%;5.84%;15.10%;6.80%;0.02%;4.64%;11.33%;11.27%;10.99%;11.15%;10.33%;10.97%;4.54%;15.93%;3.76%;3.90%;11.53%;11.12%;8.29%;3.90%;2.44%;5.21%;8.38%;7.08%;2.90%;11.23%;8.51%;3.37%;7.42%;2.29%;9.92%;12.25%;0.63%;4.11%;5.96%;5.28%;8.22%;4.52%;8.39%;7.03%;8.51%;7.13%;3.30%;16.82%;5.93%;9.29%;14.99%
31.01.2022;-10.98%;10.96%;7.59%;0.34%;-6.82%;-0.09%;-1.86%;3.99%;1.26%;-1.03%;-4.93%;-17.55%;-6.44%;1.49%;1.32%;-7.05%;-0.98%;-5.04%;-13.19%;0.89%;-5.74%;9.15%;-1.34%;-8.25%;-8.84%;1.27%;-5.80%;2.52%;-9.92%;-13.34%;-1.91%;-10.78%;-15.86%;-1.39%;-9.42%;1.56%;-17.09%;-11.12%;-3.31%;3.50%;2.24%;-7.41%;-28.19%;-8.32%;-8.09%;-9.82%;2.34%;-5.15%;-5.69%;0.15%
28.02.2022;-9.93%;4.60%;-2.75%;-3.14%;-16.24%;-0.55%;9.13%;4.21%;-7.59%;-0.57%;2.70%;-4.28%;-7.68%;0.96%;-0.79%;1.00%;-0.39%;-4.61%;-3.75%;-0.26%;-7.77%;-1.11%;3.05%;1.32%;-10.71%;-8.11%;5.40%;-3.06%;-0.50%;-10.83%;-2.35%;29.80%;-3.71%;2.99%;-14.56%;6.21%;-7.83%;2.66%;0.93%;-4.15%;-9.70%;-6.84%;0.42%;-4.66%;-0.82%;5.77%;2.42%;-14.22%;2.01%;-4.68%
31.03.2022;-6.85%;15.66%;6.05%;9.08%;5.75%;-8.46%;5.30%;10.72%;1.13%;10.04%;2.09%;-12.53%;0.34%;8.72%;11.44%;10.52%;-5.42%;8.92%;7.12%;10.58%;3.81%;-0.37%;-5.81%;7.93%;-0.10%;16.27%;-0.86%;-3.07%;2.36%;-11.79%;2.23%;12.93%;-7.80%;10.25%;-1.41%;-4.73%;5.46%;5.35%;-1.60%;1.21%;2.09%;-14.09%;0.35%;1.45%;-5.11%;7.76%;9.51%;-1.28%;7.04%;1.83%
30.04.2022;-8.56%;-0.79%;-11.05%;-0.27%;-5.75%;-8.37%;-8.03%;-9.31%;-7.77%;-1.80%;-13.55%;-6.61%;-15.05%;-0.20%;-2.06%;-0.88%;-7.72%;-4.11%;-7.07%;-5.57%;-3.22%;-2.51%;-9.15%;-6.30%;-1.01%;-5.63%;-14.92%;-7.98%;-6.11%;13.56%;-10.94%;4.46%;-4.00%;-8.84%;-2.36%;-13.91%;-9.78%;-0.50%;3.40%;1.11%;-22.66%;-13.64%;-10.81%;-6.22%;-22.27%;-4.32%;-5.11%;4.20%;-14.25%;-1.84%
31.05.2022;3.32%;1.38%;5.71%;2.44%;5.14%;6.99%;-5.49%;4.21%;10.50%;3.39%;-2.88%;7.96%;0.43%;1.24%;7.00%;1.60%;7.27%;-13.82%;-5.41%;-0.84%;-1.82%;-0.34%;5.52%;4.53%;0.88%;1.21%;0.98%;-3.03%;-7.52%;0.25%;8.41%;-14.45%;-1.66%;10.29%;-1.20%;-8.33%;-15.65%;-5.76%;4.39%;-8.47%;8.21%;-1.25%;3.57%;-4.34%;4.17%;5.69%;2.54%;-4.48%;-4.24%;-7.72%
30.06.2022;-9.11%;-14.22%;-8.06%;-5.13%;-2.37%;-15.60%;-20.03%;-7.01%;-6.85%;-4.40%;-10.79%;-11.70%;-9.12%;-4.55%;-3.45%;-9.60%;-18.57%;-7.93%;0.91%;-9.89%;-16.79%;-0.16%;-13.39%;-7.99%;-4.93%;0.05%;-8.60%;-19.32%;-3.56%;-12.34%;-13.72%;-21.24%;-11.73%;-5.89%;-9.25%;-16.58%;-6.06%;-10.86%;-10.67%;2.75%;-15.01%;-11.71%;-18.01%;-13.66%;-1.67%;-1.29%;-3.09%;-5.85%;-1.62%;3.10%
31.07.2022;15.63%;6.58%;3.48%;3.63%;3.84%;-8.39%;3.48%;-17.78%;14.27%;1.74%;4.35%;17.81%;10.11%;3.49%;4.30%;7.08%;7.62%;10.41%;11.65%;6.98%;11.49%;3.26%;11.78%;2.92%;14.85%;2.17%;16.30%;9.69%;6.25%;3.46%;4.01%;30.59%;1.76%;0.40%;13.00%;5.59%;28.00%;10.57%;13.63%;3.29%;16.19%;-6.62%;12.58%;16.27%;8.24%;10.37%;8.21%;17.58%;11.51%;-5.14%
31.08.2022;-10.55%;6.00%;3.51%;-0.73%;1.51%;-2.24%;-13.06%;-0.58%;-2.87%;-1.92%;-12.28%;-9.01%;-6.71%;-0.16%;-1.73%;0.93%;-5.33%;-7.68%;0.66%;-3.96%;-4.30%;-3.50%;0.64%;-5.54%;-3.48%;-9.52%;-5.24%;-9.63%;-10.33%;-14.29%;-4.89%;-2.30%;-5.36%;3.57%;-1.98%;-2.93%;-7.37%;-7.86%;-2.95%;5.61%;-3.98%;-9.67%;-16.30%;0.51%;-7.85%;-12.66%;-6.79%;-3.78%;-3.35%;-5.03%
30.09.2022;-14.13%;-8.23%;-5.00%;-13.22%;-8.00%;-6.46%;-5.81%;-7.81%;-5.05%;-13.38%;-8.38%;-5.24%;-6.52%;-11.92%;-11.75%;-16.70%;-22.11%;-8.80%;-7.67%;-5.70%;-11.20%;2.39%;-1.83%;-4.69%;-0.87%;-5.57%;-10.10%;-4.86%;-6.59%;-17.56%;-10.21%;-19.71%;-6.12%;-14.58%;-12.60%;-0.25%;-9.00%;-10.86%;-7.20%;-1.28%;-11.22%;-14.82%;-11.29%;-5.25%;-11.25%;2.81%;-9.84%;-11.58%;-4.10%;-14.59%
31.10.2022;12.53%;20.32%;15.62%;1.62%;8.12%;1.19%;-2.00%;15.92%;19.92%;-2.27%;3.37%;13.92%;11.87%;-2.12%;2.34%;7.11%;8.86%;-7.65%;6.11%;1.69%;10.85%;15.64%;16.21%;4.85%;11.01%;11.32%;9.14%;22.45%;1.30%;3.67%;-0.87%;23.14%;-4.62%;3.96%;2.92%;-0.28%;18.45%;15.04%;10.05%;9.41%;22.72%;5.09%;8.02%;3.57%;8.47%;21.11%;4.38%;4.40%;-3.02%;3.54%
30.11.2022;11.23%;0.25%;10.18%;9.28%;23.58%;3.72%;-1.14%;7.10%;2.43%;6.76%;15.42%;11.57%;8.33%;3.19%;11.17%;10.74%;12.48%;-1.13%;8.12%;9.07%;11.95%;3.76%;1.69%;12.04%;6.86%;6.88%;7.20%;-27.33%;5.34%;6.65%;10.10%;13.84%;7.99%;17.74%;18.14%;2.74%;3.20%;5.76%;8.06%;1.93%;7.37%;3.83%;14.58%;11.70%;-11.09%;-4.19%;12.52%;13.74%;1.07%;10.15%
31.12.2022;-6.09%;-4.69%;0.27%;-0.78%;-0.94%;-10.17%;-6.57%;-8.05%;-3.25%;4.21%;4.20%;3.32%;-4.59%;0.98%;-2.25%;-4.89%;-6.31%;-4.17%;-13.18%;2.42%;-9.38%;0.16%;-9.24%;-2.10%;-4.19%;0.49%;-5.29%;-21.44%;-5.12%;0.55%;-5.29%;-12.43%;-8.25%;-3.24%;-6.84%;-6.09%;-2.39%;-1.88%;-4.70%;3.26%;-2.97%;-7.48%;-6.75%;-4.60%;-1.81%;-9.69%;-6.51%;-6.71%;-4.54%;-1.52%
31.01.2023;17.92%;-11.12%;1.82%;-1.99%;4.17%;-10.25%;11.60%;10.88%;2.64%;-0.57%;5.17%;10.69%;11.78%;-0.54%;-0.35%;9.19%;8.89%;7.43%;5.07%;-2.71%;11.21%;-0.10%;8.47%;8.42%;4.62%;5.65%;8.08%;14.98%;5.85%;17.10%;10.18%;28.37%;27.20%;-2.31%;3.31%;13.37%;9.15%;-1.59%;8.51%;-3.92%;18.34%;18.54%;16.08%;4.34%;8.39%;-0.73%;4.53%;4.72%;2.44%;-0.04%
28.02.2023;-2.91%;-4.26%;-7.62%;-5.13%;-11.11%;-12.90%;-12.49%;6.33%;-2.93%;-7.02%;-6.63%;-6.63%;-1.61%;-6.06%;-6.59%;-4.24%;-3.71%;0.54%;-2.32%;-3.78%;-4.60%;0.53%;0.65%;-2.47%;-6.23%;-9.92%;-4.71%;-9.53%;-3.47%;-14.67%;-2.09%;-1.27%;-7.80%;-0.34%;0.98%;-4.32%;4.23%;0.63%;-0.36%;-3.55%;-3.24%;-4.48%;-0.89%;-1.66%;-3.59%;-3.64%;-4.36%;-4.17%;-4.59%;3.27%
31.03.2023;5.00%;0.26%;-5.12%;4.09%;0.07%;1.89%;-17.71%;-7.50%;-1.47%;4.57%;13.83%;5.54%;1.35%;-0.51%;7.66%;6.26%;-1.37%;-8.66%;-0.02%;1.96%;-7.81%;-9.95%;-27.25%;0.97%;2.33%;-6.48%;-3.10%;-29.52%;-6.02%;-2.92%;-7.85%;-8.11%;-4.40%;7.19%;1.27%;0.18%;-0.46%;2.08%;-0.42%;6.78%;-15.01%;-6.24%;6.05%;-5.53%;8.54%;6.65%;-0.12%;-1.74%;2.25%;5.51%
30.04.2023;-1.59%;-2.33%;7.91%;3.42%;2.78%;17.20%;0.10%;-4.71%;-1.96%;1.08%;1.82%;12.07%;-4.15%;3.17%;2.58%;5.03%;0.57%;5.92%;-1.17%;-1.00%;0.78%;-1.51%;1.06%;6.23%;-11.05%;2.61%;-0.45%;-3.64%;1.48%;5.32%;-10.94%;-4.09%;2.54%;-1.33%;4.65%;-9.75%;-3.77%;2.85%;4.72%;-2.23%;-4.07%;7.79%;-15.35%;1.97%;3.83%;12.23%;1.23%;-2.84%;11.79%;9.50%
31.05.2023;-6.31%;-9.88%;-8.43%;-9.24%;-8.93%;-14.96%;-9.15%;-9.70%;-13.39%;-7.23%;-2.96%;-3.07%;-9.14%;-4.64%;-5.61%;-8.62%;-8.88%;-2.03%;-6.87%;-6.42%;-11.17%;-5.28%;-8.31%;-8.64%;-3.83%;-17.64%;-5.11%;-1.99%;-3.84%;-13.45%;-8.34%;-11.24%;-10.35%;-0.78%;-6.76%;-11.29%;-2.06%;-0.33%;-4.43%;-5.42%;-6.23%;-13.53%;9.28%;11.28%;10.45%;-7.29%;0.64%;-8.01%;-3.56%;-5.17%
30.06.2023;13.43%;7.19%;9.00%;0.34%;10.89%;11.49%;17.93%;0.45%;20.41%;1.74%;2.80%;13.76%;10.75%;1.85%;-2.70%;2.46%;8.20%;8.04%;3.96%;4.64%;9.32%;5.84%;4.16%;2.24%;7.68%;0.74%;8.28%;22.74%;2.86%;11.68%;2.69%;23.77%;18.45%;5.01%;13.06%;16.10%;18.37%;5.45%;16.14%;0.99%;7.19%;24.60%;10.84%;15.17%;6.45%;8.87%;1.17%;6.22%;10.24%;8.32%
31.07.2023;-0.66%;11.99%;3.19%;5.24%;2.10%;-0.46%;17.28%;10.93%;5.93%;3.50%;1.59%;3.93%;-1.59%;4.32%;4.48%;3.16%;2.76%;4.55%;8.13%;0.86%;5.67%;1.88%;14.74%;-2.36%;4.77%;1.91%;12.21%;8.40%;-1.90%;2.63%;8.70%;4.83%;2.25%;1.22%;-3.42%;-1.87%;1.63%;2.10%;-5.92%;1.57%;-0.60%;6.61%;1.00%;-2.64%;3.48%;-5.12%;4.17%;7.18%;1.89%;-5.00%
31.08.2023;-0.22%;-7.11%;2.63%;-7.92%;-3.67%;-10.69%;-0.24%;-2.11%;-12.24%;-8.44%;-5.88%;-6.75%;1.15%;-10.00%;-6.67%;-3.74%;-1.12%;-2.57%;-0.14%;-8.88%;-3.98%;-0.78%;-9.85%;-6.34%;0.11%;0.82%;-8.32%;-7.30%;-2.54%;-5.10%;-5.50%;-0.44%;-5.42%;-6.18%;-1.94%;-0.71%;-7.65%;0.91%;-1.86%;-4.23%;-5.56%;-5.38%;-4.94%;-1.47%;-7.47%;-3.54%;-5.18%;1.92%;4.73%;0.70%
30.09.2023;-9.22%;-4.82%;3.08%;-6.03%;-4.52%;-6.83%;-11.35%;-3.74%;-0.40%;-5.14%;-14.48%;-9.95%;-6.03%;-4.40%;-3.41%;-8.51%;-10.18%;-11.46%;-0.01%;-4.67%;-7.89%;-2.98%;-6.65%;-7.57%;-8.55%;-10.91%;0.12%;-4.21%;-11.85%;-15.80%;-9.09%;-9.58%;-2.75%;-5.08%;-8.45%;-0.71%;-8.47%;-3.39%;-4.89%;-15.00%;-3.02%;-11.87%;-7.20%;-7.69%;-1.70%;-5.79%;-8.49%;-3.46%;-6.03%;-5.47%
31.10.2023;5.02%;-5.57%;1.30%;1.52%;-0.20%;-14.54%;-8.88%;-2.35%;-5.79%;1.85%;-2.44%;-3.33%;-7.32%;-2.52%;2.17%;0.31%;-2.07%;1.51%;-1.70%;3.68%;1.28%;6.55%;-6.34%;-5.12%;-8.45%;-7.12%;-9.30%;-12.30%;-8.63%;-6.80%;-4.67%;-5.63%;-11.80%;0.21%;-5.89%;1.56%;-8.54%;0.42%;0.66%;-7.85%;-2.95%;2.17%;-17.58%;-3.21%;-5.20%;0.28%;1.16%;-4.77%;-1.07%;-1.22%
30.11.2023;8.10%;2.58%;5.45%;2.04%;-4.65%;10.82%;5.83%;2.69%;3.19%;4.01%;7.63%;21.85%;8.19%;7.58%;2.20%;5.79%;11.74%;-0.66%;4.55%;3.32%;4.39%;5.60%;16.24%;7.31%;5.25%;0.32%;7.36%;10.95%;6.03%;9.43%;19.80%;14.57%;9.55%;1.79%;15.22%;9.20%;4.37%;9.88%;6.05%;-4.05%;12.23%;6.44%;10.32%;8.25%;17.84%;7.88%;5.27%;11.30%;7.43%;5.82%
31.12.2023;8.96%;-1.87%;-0.17%;-7.20%;0.77%;7.58%;22.83%;0.22%;7.25%;2.80%;11.89%;18.89%;8.93%;5.48%;1.46%;6.29%;6.72%;15.72%;5.00%;-0.07%;7.37%;-1.58%;12.54%;-0.22%;7.22%;15.12%;7.64%;12.98%;7.59%;16.77%;6.04%;1.96%;14.75%;-4.57%;5.43%;7.45%;12.84%;0.86%;5.43%;15.85%;5.94%;8.46%;17.37%;6.09%;1.31%;7.19%;2.14%;3.51%;-5.29%;-2.28%
