Date,Top Performers,Bottom Performers
2014-05,"INCY, COO, CHD, POOL, AOS, CMS, MHK, PPG, DTE, SJM","APD, VMC, LNC, NUE, NTRS, TER, CMI, SWK, HOLX, AFL"
2014-06,"INCY, COO, CHD, POOL, AOS, CMS, MHK, PPG, DTE, SJM","APD, VMC, LNC, NUE, NTRS, TER, CMI, SWK, HOLX, AFL"
2014-07,"INCY, COO, CHD, POOL, AOS, CMS, MHK, PPG, DTE, SJM","APD, VMC, LNC, NUE, NTRS, TER, CMI, SWK, HOLX, AFL"
2014-08,"INCY, COO, CHD, POOL, AOS, CMS, MHK, PPG, DTE, SJM","APD, VMC, LNC, NUE, NTRS, TER, CMI, SWK, HOLX, AFL"
2014-09,"INCY, COO, CHD, POOL, AOS, CMS, MHK, PPG, DTE, SJM","APD, VMC, LNC, NUE, NTRS, TER, CMI, SWK, HOLX, AFL"
2014-10,"INCY, COO, CHD, POOL, AOS, CMS, MHK, PPG, DTE, SJM","APD, VMC, LNC, NUE, NTRS, TER, CMI, SWK, HOLX, AFL"
2014-11,"INCY, COO, CHD, POOL, AOS, CMS, MHK, PPG, DTE, SJM","APD, VMC, LNC, NUE, NTRS, TER, CMI, SWK, HOLX, AFL"
2014-12,"INCY, COO, CHD, POOL, AOS, CMS, MHK, PPG, DTE, SJM","APD, VMC, LNC, NUE, NTRS, TER, CMI, SWK, HOLX, AFL"
2015-01,"INCY, COO, PPG, SNA, JBHT, CMS, DTE, ADM, ATO, EIX","ROK, APD, AFL, TER, EMN, DOV, VMC, NUE, CMI, HOLX"
2015-02,"INCY, COO, PPG, SNA, JBHT, CMS, DTE, ADM, ATO, EIX","ROK, APD, AFL, TER, EMN, DOV, VMC, NUE, CMI, HOLX"
2015-03,"INCY, COO, PPG, SNA, JBHT, CMS, DTE, ADM, ATO, EIX","ROK, APD, AFL, TER, EMN, DOV, VMC, NUE, CMI, HOLX"
2015-04,"INCY, COO, PPG, SNA, JBHT, CMS, DTE, ADM, ATO, EIX","ROK, APD, AFL, TER, EMN, DOV, VMC, NUE, CMI, HOLX"
2015-05,"INCY, COO, PPG, SNA, JBHT, CMS, DTE, ADM, ATO, EIX","ROK, APD, AFL, TER, EMN, DOV, VMC, NUE, CMI, HOLX"
2015-06,"INCY, COO, PPG, SNA, JBHT, CMS, DTE, ADM, ATO, EIX","ROK, APD, AFL, TER, EMN, DOV, VMC, NUE, CMI, HOLX"
2015-07,"INCY, COO, PPG, SNA, JBHT, CMS, DTE, ADM, ATO, EIX","ROK, APD, AFL, TER, EMN, DOV, VMC, NUE, CMI, HOLX"
2015-08,"INCY, COO, PPG, SNA, JBHT, CMS, DTE, ADM, ATO, EIX","ROK, APD, AFL, TER, EMN, DOV, VMC, NUE, CMI, HOLX"
2015-09,"INCY, COO, PPG, SNA, JBHT, CMS, DTE, ADM, ATO, EIX","ROK, APD, AFL, TER, EMN, DOV, VMC, NUE, CMI, HOLX"
2015-10,"INCY, COO, PPG, SNA, JBHT, CMS, DTE, ADM, ATO, EIX","ROK, APD, AFL, TER, EMN, DOV, VMC, NUE, CMI, HOLX"
2015-11,"INCY, COO, PPG, SNA, JBHT, CMS, DTE, ADM, ATO, EIX","ROK, APD, AFL, TER, EMN, DOV, VMC, NUE, CMI, HOLX"
2015-12,"INCY, COO, PPG, SNA, JBHT, CMS, DTE, ADM, ATO, EIX","ROK, APD, AFL, TER, EMN, DOV, VMC, NUE, CMI, HOLX"
2016-01,"INCY, TTWO, ESS, ATO, CMS, MAA, ROL, HOLX, SNA, POOL","TER, BAX, JBHT, PPG, ROK, AFL, DOV, NUE, EMN, CMI"
2016-02,"INCY, TTWO, ESS, ATO, CMS, MAA, ROL, HOLX, SNA, POOL","TER, BAX, JBHT, PPG, ROK, AFL, DOV, NUE, EMN, CMI"
